Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,AQI Value_Normalized,CO AQI Value_Normalized,Ozone AQI Value_Normalized,NO2 AQI Value_Normalized,PM2.5 AQI Value_Normalized
portugal,gondomar,27,good,0,good,27,good,2,good,21,good,0.04251012145748988,0.0,0.1148936170212766,0.02197802197802198,0.042
russian federation,goryachevodskiy,48,good,1,good,39,good,1,good,48,good,0.08502024291497975,0.007518796992481203,0.16595744680851063,0.01098901098901099,0.096
india,govindgarh,307,hazardous,1,good,45,good,0,good,307,hazardous,0.6093117408906883,0.007518796992481203,0.19148936170212766,0.0,0.614
côte d'ivoire,grand lahou,54,moderate,1,good,25,good,0,good,54,moderate,0.09716599190283401,0.007518796992481203,0.10638297872340426,0.0,0.108
united states of america,hoffman estates,61,moderate,2,good,26,good,16,good,61,moderate,0.11133603238866396,0.015037593984962405,0.11063829787234043,0.17582417582417584,0.122
sweden,hoganas,36,good,1,good,36,good,1,good,30,good,0.060728744939271245,0.007518796992481203,0.15319148936170213,0.01098901098901099,0.06
united states of america,holly springs,42,good,1,good,42,good,2,good,37,good,0.0728744939271255,0.007518796992481203,0.17872340425531916,0.02197802197802198,0.074
germany,holzminden,42,good,0,good,32,good,1,good,42,good,0.0728744939271255,0.0,0.13617021276595745,0.01098901098901099,0.084
china,huaicheng,151,unhealthy,4,good,45,good,4,good,151,unhealthy,0.2935222672064777,0.03007518796992481,0.19148936170212766,0.04395604395604396,0.302
ethiopia,huruta,102,unhealthy for sensitive groups,1,good,23,good,0,good,102,unhealthy for sensitive groups,0.19433198380566802,0.007518796992481203,0.09787234042553192,0.0,0.20400000000000001
nigeria,idanre,115,unhealthy for sensitive groups,3,good,24,good,2,good,115,unhealthy for sensitive groups,0.22064777327935223,0.022556390977443608,0.1021276595744681,0.02197802197802198,0.23
italy,iglesias,64,moderate,1,good,53,moderate,1,good,64,moderate,0.11740890688259109,0.007518796992481203,0.225531914893617,0.01098901098901099,0.128
germany,ihlow,40,good,1,good,30,good,2,good,40,good,0.06882591093117409,0.007518796992481203,0.1276595744680851,0.02197802197802198,0.08
japan,iizuka,45,good,1,good,45,good,0,good,38,good,0.07894736842105263,0.007518796992481203,0.19148936170212766,0.0,0.076
thailand,sungai kolok,65,moderate,1,good,34,good,0,good,65,moderate,0.11943319838056679,0.007518796992481203,0.1446808510638298,0.0,0.13
indonesia,sungaipenuh,17,good,1,good,13,good,0,good,17,good,0.022267206477732792,0.007518796992481203,0.055319148936170216,0.0,0.034
russian federation,suvorovskaya,52,moderate,1,good,39,good,1,good,52,moderate,0.09311740890688258,0.007518796992481203,0.16595744680851063,0.01098901098901099,0.10400000000000001
japan,suzu,69,moderate,1,good,69,moderate,1,good,60,moderate,0.12753036437246965,0.007518796992481203,0.2936170212765957,0.01098901098901099,0.12
poland,swiecie,44,good,1,good,33,good,1,good,44,good,0.07692307692307693,0.007518796992481203,0.14042553191489363,0.01098901098901099,0.088
hungary,szeged,50,good,1,good,41,good,1,good,50,good,0.08906882591093117,0.007518796992481203,0.17446808510638298,0.01098901098901099,0.1
hungary,szerencs,72,moderate,1,good,42,good,1,good,72,moderate,0.13360323886639675,0.007518796992481203,0.17872340425531916,0.01098901098901099,0.14400000000000002
tunisia,taburbah,49,good,1,good,49,good,1,good,32,good,0.08704453441295547,0.007518796992481203,0.20851063829787234,0.01098901098901099,0.064
india,tadepallegudem,127,unhealthy for sensitive groups,2,good,65,moderate,1,good,127,unhealthy for sensitive groups,0.2449392712550607,0.015037593984962405,0.2765957446808511,0.01098901098901099,0.254
iran (islamic republic of),tafresh,125,unhealthy for sensitive groups,2,good,125,unhealthy for sensitive groups,1,good,82,moderate,0.2408906882591093,0.015037593984962405,0.5319148936170213,0.01098901098901099,0.164
philippines,tagaytay,41,good,1,good,25,good,1,good,41,good,0.0708502024291498,0.007518796992481203,0.10638297872340426,0.01098901098901099,0.082
japan,tajimi,52,moderate,1,good,34,good,3,good,52,moderate,0.09311740890688258,0.007518796992481203,0.1446808510638298,0.03296703296703297,0.10400000000000001
japan,takahagi,47,good,1,good,47,good,1,good,44,good,0.08299595141700404,0.007518796992481203,0.2,0.01098901098901099,0.088
japan,takahashi,36,good,1,good,36,good,3,good,34,good,0.060728744939271245,0.007518796992481203,0.15319148936170213,0.03296703296703297,0.068
india,tal,155,unhealthy,1,good,39,good,0,good,155,unhealthy,0.3016194331983806,0.007518796992481203,0.16595744680851063,0.0,0.31
philippines,talacogon,37,good,1,good,19,good,0,good,37,good,0.06275303643724696,0.007518796992481203,0.08085106382978724,0.0,0.074
russian federation,taldom,46,good,1,good,27,good,1,good,46,good,0.08097165991902834,0.007518796992481203,0.1148936170212766,0.01098901098901099,0.092
kazakhstan,talgar,69,moderate,1,good,42,good,0,good,69,moderate,0.12753036437246965,0.007518796992481203,0.17872340425531916,0.0,0.138
united states of america,tamiami,64,moderate,1,good,18,good,12,good,64,moderate,0.11740890688259109,0.007518796992481203,0.07659574468085106,0.13186813186813187,0.128
israel,tamra,92,moderate,2,good,52,moderate,8,good,92,moderate,0.17408906882591094,0.015037593984962405,0.22127659574468087,0.08791208791208792,0.184
japan,tanashi,58,moderate,1,good,43,good,3,good,58,moderate,0.10526315789473684,0.007518796992481203,0.18297872340425533,0.03296703296703297,0.116
romania,tandarei,41,good,1,good,41,good,0,good,38,good,0.0708502024291498,0.007518796992481203,0.17446808510638298,0.0,0.076
philippines,tantangan,35,good,1,good,20,good,0,good,35,good,0.058704453441295545,0.007518796992481203,0.0851063829787234,0.0,0.07
indonesia,tarogong,88,moderate,2,good,53,moderate,1,good,88,moderate,0.1659919028340081,0.015037593984962405,0.225531914893617,0.01098901098901099,0.176
turkey,tatvan,45,good,0,good,45,good,0,good,43,good,0.07894736842105263,0.0,0.19148936170212766,0.0,0.08600000000000001
india,yaval,102,unhealthy for sensitive groups,1,good,38,good,0,good,102,unhealthy for sensitive groups,0.19433198380566802,0.007518796992481203,0.16170212765957448,0.0,0.20400000000000001
united kingdom of great britain and northern ireland,yeovil,58,moderate,1,good,24,good,7,good,58,moderate,0.10526315789473684,0.007518796992481203,0.1021276595744681,0.07692307692307693,0.116
china,yuanping,143,unhealthy for sensitive groups,2,good,35,good,5,good,143,unhealthy for sensitive groups,0.2773279352226721,0.015037593984962405,0.14893617021276595,0.05494505494505495,0.28600000000000003
china,yuncheng,187,unhealthy,2,good,36,good,8,good,187,unhealthy,0.36639676113360325,0.015037593984962405,0.15319148936170213,0.08791208791208792,0.374
poland,zambrow,35,good,1,good,35,good,0,good,17,good,0.058704453441295545,0.007518796992481203,0.14893617021276595,0.0,0.034
poland,zamosc,48,good,1,good,35,good,1,good,48,good,0.08502024291497975,0.007518796992481203,0.14893617021276595,0.01098901098901099,0.096
belgium,zaventem,58,moderate,1,good,29,good,6,good,58,moderate,0.10526315789473684,0.007518796992481203,0.12340425531914893,0.06593406593406594,0.116
belgium,zemst,65,moderate,1,good,27,good,8,good,65,moderate,0.11943319838056679,0.007518796992481203,0.1148936170212766,0.08791208791208792,0.13
china,zhaozhou,73,moderate,2,good,66,moderate,0,good,73,moderate,0.13562753036437247,0.015037593984962405,0.28085106382978725,0.0,0.146
china,zhicheng,160,unhealthy,4,good,36,good,13,good,160,unhealthy,0.3117408906882591,0.03007518796992481,0.15319148936170213,0.14285714285714288,0.32
china,zhongshan,98,moderate,3,good,33,good,9,good,98,moderate,0.1862348178137652,0.022556390977443608,0.14042553191489363,0.09890109890109891,0.196
china,zhuji,156,unhealthy,4,good,45,good,10,good,156,unhealthy,0.30364372469635625,0.03007518796992481,0.19148936170212766,0.1098901098901099,0.312
mexico,zimatlan,75,moderate,2,good,9,good,6,good,75,moderate,0.13967611336032387,0.015037593984962405,0.03829787234042553,0.06593406593406594,0.15
mexico,zinacantepec,163,unhealthy,4,good,8,good,18,good,163,unhealthy,0.31781376518218624,0.03007518796992481,0.03404255319148936,0.19780219780219782,0.326
russian federation,zmeinogorsk,35,good,1,good,35,good,0,good,21,good,0.058704453441295545,0.007518796992481203,0.14893617021276595,0.0,0.042
netherlands,aalburg,30,good,0,good,30,good,2,good,29,good,0.048582995951417005,0.0,0.1276595744680851,0.02197802197802198,0.058
spain,abaran,47,good,1,good,21,good,2,good,47,good,0.08299595141700404,0.007518796992481203,0.08936170212765958,0.02197802197802198,0.094
italy,abbiategrasso,69,moderate,1,good,37,good,4,good,69,moderate,0.12753036437246965,0.007518796992481203,0.1574468085106383,0.04395604395604396,0.138
côte d'ivoire,abidjan,105,unhealthy for sensitive groups,4,good,15,good,4,good,105,unhealthy for sensitive groups,0.20040485829959515,0.03007518796992481,0.06382978723404255,0.04395604395604396,0.21
mexico,acuautla,189,unhealthy,2,good,9,good,15,good,189,unhealthy,0.37044534412955465,0.015037593984962405,0.03829787234042553,0.16483516483516486,0.378
united states of america,acworth,64,moderate,2,good,37,good,8,good,64,moderate,0.11740890688259109,0.015037593984962405,0.1574468085106383,0.08791208791208792,0.128
united states of america,adelphi,54,moderate,1,good,32,good,5,good,54,moderate,0.09716599190283401,0.007518796992481203,0.13617021276595745,0.05494505494505495,0.108
india,afzalgarh,198,unhealthy,4,good,198,unhealthy,3,good,188,unhealthy,0.38866396761133604,0.03007518796992481,0.8425531914893617,0.03296703296703297,0.376
nigeria,agbor,139,unhealthy for sensitive groups,7,good,13,good,5,good,139,unhealthy for sensitive groups,0.2692307692307692,0.05263157894736842,0.055319148936170216,0.05494505494505495,0.278
france,aix en provence,55,moderate,1,good,26,good,3,good,55,moderate,0.09919028340080971,0.007518796992481203,0.11063829787234043,0.03296703296703297,0.11
myanmar,akyab,145,unhealthy for sensitive groups,1,good,46,good,0,good,145,unhealthy for sensitive groups,0.2813765182186235,0.007518796992481203,0.19574468085106383,0.0,0.29
united states of america,alabaster,80,moderate,1,good,18,good,10,good,80,moderate,0.14979757085020243,0.007518796992481203,0.07659574468085106,0.1098901098901099,0.16
russian federation,alagir,50,good,1,good,36,good,1,good,50,good,0.08906882591093117,0.007518796992481203,0.15319148936170213,0.01098901098901099,0.1
belgium,alken,35,good,1,good,25,good,3,good,35,good,0.058704453441295545,0.007518796992481203,0.10638297872340426,0.03296703296703297,0.07
canada,alma,55,moderate,1,good,27,good,0,good,55,moderate,0.09919028340080971,0.007518796992481203,0.1148936170212766,0.0,0.11
brazil,almirante tamandare,13,good,1,good,12,good,1,good,13,good,0.014170040485829958,0.007518796992481203,0.05106382978723405,0.01098901098901099,0.026000000000000002
spain,almoradi,48,good,1,good,23,good,3,good,48,good,0.08502024291497975,0.007518796992481203,0.09787234042553192,0.03296703296703297,0.096
papua new guinea,alotau,28,good,0,good,28,good,0,good,13,good,0.04453441295546559,0.0,0.11914893617021277,0.0,0.026000000000000002
germany,altotting,50,good,1,good,29,good,3,good,50,good,0.08906882591093117,0.007518796992481203,0.12340425531914893,0.03296703296703297,0.1
madagascar,ambovombe,26,good,0,good,26,good,0,good,20,good,0.040485829959514164,0.0,0.11063829787234043,0.0,0.04
china,anqiu,107,unhealthy for sensitive groups,2,good,107,unhealthy for sensitive groups,5,good,86,moderate,0.20445344129554655,0.015037593984962405,0.4553191489361702,0.05494505494505495,0.17200000000000001
madagascar,antalaha,22,good,0,good,22,good,0,good,20,good,0.032388663967611336,0.0,0.09361702127659574,0.0,0.04
united states of america,antioch,76,moderate,3,good,7,good,25,good,76,moderate,0.1417004048582996,0.022556390977443608,0.029787234042553193,0.27472527472527475,0.152
lithuania,anyksciai,47,good,1,good,32,good,0,good,47,good,0.08299595141700404,0.007518796992481203,0.13617021276595745,0.0,0.094
ghana,apam,104,unhealthy for sensitive groups,2,good,14,good,1,good,104,unhealthy for sensitive groups,0.19838056680161942,0.015037593984962405,0.059574468085106386,0.01098901098901099,0.20800000000000002
mexico,apaseo el grande,60,moderate,1,good,16,good,5,good,60,moderate,0.10931174089068826,0.007518796992481203,0.06808510638297872,0.05494505494505495,0.12
brazil,aragarcas,32,good,1,good,3,good,2,good,32,good,0.05263157894736842,0.007518796992481203,0.012765957446808512,0.02197802197802198,0.064
russian federation,arkadak,28,good,1,good,28,good,1,good,15,good,0.04453441295546559,0.007518796992481203,0.11914893617021277,0.01098901098901099,0.03
france,armentieres,34,good,0,good,28,good,2,good,34,good,0.05668016194331983,0.0,0.11914893617021277,0.02197802197802198,0.068
russian federation,arsk,28,good,1,good,28,good,1,good,19,good,0.04453441295546559,0.007518796992481203,0.11914893617021277,0.01098901098901099,0.038
azerbaijan,artyom,48,good,1,good,35,good,0,good,48,good,0.08502024291497975,0.007518796992481203,0.14893617021276595,0.0,0.096
armenia,ashtarak,39,good,1,good,29,good,1,good,39,good,0.06680161943319837,0.007518796992481203,0.12340425531914893,0.01098901098901099,0.078
ethiopia,asosa,97,moderate,1,good,14,good,0,good,97,moderate,0.18421052631578946,0.007518796992481203,0.059574468085106386,0.0,0.194
iran (islamic republic of),astaneh ye ashrafiyeh,75,moderate,1,good,37,good,0,good,75,moderate,0.13967611336032387,0.007518796992481203,0.1574468085106383,0.0,0.15
india,atarra,194,unhealthy,1,good,44,good,0,good,194,unhealthy,0.3805668016194332,0.007518796992481203,0.18723404255319148,0.0,0.388
guatemala,atescatempa,104,unhealthy for sensitive groups,3,good,5,good,10,good,104,unhealthy for sensitive groups,0.19838056680161942,0.022556390977443608,0.02127659574468085,0.1098901098901099,0.20800000000000002
italy,atri,57,moderate,1,good,40,good,3,good,57,moderate,0.10323886639676114,0.007518796992481203,0.1702127659574468,0.03296703296703297,0.114
ukraine,avdiyivka,41,good,1,good,41,good,3,good,27,good,0.0708502024291498,0.007518796992481203,0.17446808510638298,0.03296703296703297,0.054
portugal,avintes,37,good,1,good,16,good,7,good,37,good,0.06275303643724696,0.007518796992481203,0.06808510638297872,0.07692307692307693,0.074
malaysia,ayer keroh,59,moderate,1,good,34,good,0,good,59,moderate,0.10728744939271255,0.007518796992481203,0.1446808510638298,0.0,0.11800000000000001
united kingdom of great britain and northern ireland,ayr,29,good,1,good,29,good,2,good,20,good,0.04655870445344129,0.007518796992481203,0.12340425531914893,0.02197802197802198,0.04
netherlands,baarn,34,good,0,good,34,good,1,good,26,good,0.05668016194331983,0.0,0.1446808510638298,0.01098901098901099,0.052000000000000005
serbia,backa palanka,70,moderate,1,good,41,good,0,good,70,moderate,0.12955465587044535,0.007518796992481203,0.17446808510638298,0.0,0.14
germany,bad langensalza,32,good,0,good,30,good,1,good,32,good,0.05263157894736842,0.0,0.1276595744680851,0.01098901098901099,0.064
pakistan,bahawalnagar,500,hazardous,1,good,38,good,1,good,466,hazardous,1.0,0.007518796992481203,0.16170212765957448,0.01098901098901099,0.932
south africa,balfour,380,hazardous,31,good,1,good,26,good,380,hazardous,0.757085020242915,0.23308270676691728,0.00425531914893617,0.28571428571428575,0.76
south africa,ballitoville,222,very unhealthy,12,good,5,good,14,good,222,very unhealthy,0.43724696356275305,0.09022556390977443,0.02127659574468085,0.15384615384615385,0.444
thailand,ban phai,52,moderate,0,good,28,good,0,good,52,moderate,0.09311740890688258,0.0,0.11914893617021277,0.0,0.10400000000000001
malaysia,bandar penggaram,76,moderate,1,good,39,good,0,good,76,moderate,0.1417004048582996,0.007518796992481203,0.16595744680851063,0.0,0.152
philippines,bangued,27,good,0,good,23,good,0,good,27,good,0.04251012145748988,0.0,0.09787234042553192,0.0,0.054
slovakia,banovce,59,moderate,1,good,26,good,2,good,59,moderate,0.10728744939271255,0.007518796992481203,0.11063829787234043,0.02197802197802198,0.11800000000000001
germany,bargteheide,38,good,0,good,28,good,2,good,38,good,0.06477732793522267,0.0,0.11914893617021277,0.02197802197802198,0.076
united states of america,bartlesville,56,moderate,1,good,23,good,6,good,56,moderate,0.10121457489878542,0.007518796992481203,0.09787234042553192,0.06593406593406594,0.112
gambia,basse,127,unhealthy for sensitive groups,1,good,18,good,0,good,127,unhealthy for sensitive groups,0.2449392712550607,0.007518796992481203,0.07659574468085106,0.0,0.254
pakistan,bat khela,117,unhealthy for sensitive groups,1,good,117,unhealthy for sensitive groups,1,good,78,moderate,0.22469635627530365,0.007518796992481203,0.4978723404255319,0.01098901098901099,0.156
malaysia,batu gajah,92,moderate,2,good,57,moderate,1,good,92,moderate,0.17408906882591094,0.015037593984962405,0.24255319148936172,0.01098901098901099,0.184
india,bazpur,182,unhealthy,5,good,170,unhealthy,5,good,182,unhealthy,0.3562753036437247,0.03759398496240601,0.723404255319149,0.05494505494505495,0.364
italy,castel goffredo,124,unhealthy for sensitive groups,2,good,32,good,7,good,124,unhealthy for sensitive groups,0.23886639676113358,0.015037593984962405,0.13617021276595745,0.07692307692307693,0.248
italy,catanzaro,68,moderate,2,good,68,moderate,6,good,57,moderate,0.12550607287449392,0.015037593984962405,0.2893617021276596,0.06593406593406594,0.114
philippines,catbalogan,68,moderate,1,good,26,good,0,good,68,moderate,0.12550607287449392,0.007518796992481203,0.11063829787234043,0.0,0.136
ecuador,cayambe,39,good,1,good,4,good,2,good,39,good,0.06680161943319837,0.007518796992481203,0.01702127659574468,0.02197802197802198,0.078
bosnia and herzegovina,cazin,50,good,1,good,33,good,0,good,50,good,0.08906882591093117,0.007518796992481203,0.14042553191489363,0.0,0.1
italy,cernusco sul naviglio,103,unhealthy for sensitive groups,1,good,33,good,6,good,103,unhealthy for sensitive groups,0.19635627530364372,0.007518796992481203,0.14042553191489363,0.06593406593406594,0.20600000000000002
